meme_id,image_path,blip_caption
111942,./memes/111942.jpeg,a close up of a snake on a couch with a red scarf
111943,./memes/111943.jpeg,a close up of a snake on a floor with a fork and a snake on the ground
111945,./memes/111945.jpeg,a close up of a snake with its mouth open and its tongue out
111946,./memes/111946.jpeg,someone is holding a twee with a picture of a woman on it
111947,./memes/111947.jpeg,there is a woman holding a hair dryer in her hand
111949,./memes/111949.jpeg,a woman with long hair and a red shirt is smiling
111950,./memes/111950.jpeg,a close up of a baby with a caption in spanish
111952,./memes/111952.jpeg,a man sitting on a rock next to a river with a lantern
111954,./memes/111954.jpeg,"a man with a hat on his head and a caption that reads,'que cosas"
111957,./memes/111957.jpeg,a close up of a person on a twitter account with a police officer
111958,./memes/111958.jpeg,a cartoon image of a man in a white shirt with his hands up
111960,./memes/111960.jpeg,a close up of a person with a beard and a man with a beard
111961,./memes/111961.jpeg,a cartoon picture of a woman with different expressions and expressions
111966,./memes/111966.jpeg,a cartoon fish with a hat on its head and a book in his hand
111969,./memes/111969.jpeg,a cartoon simpsons character reading a book in a room
111970,./memes/111970.jpeg,a close up of a person with a bald head and a necklace
111972,./memes/111972.jpeg,a cartoon picture of a man and woman in a store with chickens
111973,./memes/111973.jpeg,a close up of a cell phone with a text message on it
111974,./memes/111974.jpeg,a man screaming with his mouth open and the words sky digo que es violacion
111975,./memes/111975.jpeg,a cartoon picture of a man with a sword on his head
111976,./memes/111976.jpeg,a close up of a person wearing a hoodie with a picture of a person in the background
111977,./memes/111977.jpeg,a close up of a raccoon standing on top of a pile of leaves
111978,./memes/111978.jpeg,a cartoon picture of a bunch of different pictures of people
111979,./memes/111979.jpeg,three young children in underwear are dancing in the dirt
111980,./memes/111980.jpeg,a close up of a person wearing sunglasses and a green shirt
111983,./memes/111983.jpeg,a close up of a person wearing a hat and a bow tie
111984,./memes/111984.jpeg,cartoon of spongebob saying that he is not a person
111988,./memes/111988.jpeg,a cartoon picture of a woman in a dress standing in a restaurant
111989,./memes/111989.jpeg,a close up of a person with a mask on a wall
111991,./memes/111991.jpeg,a close up of a person with a face that has a caption on it
111994,./memes/111994.jpeg,there are many children that are hugging each other in a group
111997,./memes/111997.jpeg,a close up of a person on a twitter account with a caption
111998,./memes/111998.jpeg,arafed image of a man and woman talking on a cell phone
112007,./memes/112007.jpeg,"a cartoon picture of a yellow bird with a caption saying,'so trans - economic persona"
112008,./memes/112008.jpeg,a screenshot of a woman holding an apple with a caption in spanish
112009,./memes/112009.jpeg,cartoon of a woman talking to a construction worker in a construction site
112010,./memes/112010.jpeg,a cartoon of a woman and a man sitting on a couch
112011,./memes/112011.jpeg,"dragon ball z, gohan, and gohan are two different characters"
112012,./memes/112012.jpeg,"y anualizando que puedo usar la violence, simbioca para se violent"
112013,./memes/112013.jpeg,a close up of a person with a fake eyebrow and a picture of a woman with a fake
112014,./memes/112014.jpeg,a close up of a person with a smile on a cell phone
112015,./memes/112015.jpeg,a close up of a small dog sitting in a box with a hat on
112017,./memes/112017.jpeg,a close up of a penguin with sunglasses holding a flower
112018,./memes/112018.png,a cartoon of a man in a costume holding a sign
112021,./memes/112021.jpeg,a picture of an iceberg floating in the ocean with a caption that reads lo zora
112022,./memes/112022.jpeg,a picture of a picture of a woman and a man in toy story books
112023,./memes/112023.jpeg,there is a cartoon picture of a cat with a butterfly on its head
112024,./memes/112024.jpeg,a close up of a cartoon fox holding flowers in its hand
112025,./memes/112025.jpeg,a woman is smiling and holding a cell phone in her hand
112026,./memes/112026.jpeg,arafed woman talking on a cell phone with a caption saying buu zora
112028,./memes/112028.jpeg,a cartoon of a woman talking to a man about something
112030,./memes/112030.jpeg,"cartoon of a fox and a dog in the water with a caption that reads,'er"
112031,./memes/112031.jpeg,a close up of a person with a clown face on a cell phone
112032,./memes/112032.jpeg,there is a man with a knife in his head cutting a mans head
112033,./memes/112033.jpeg,a close up of a sign with a no smoking sign in spanish
210001,./memes/210001.jpeg,there is a man and woman sitting on a couch with a remote
210002,./memes/210002.jpeg,a close up of a man sitting next to a woman on a tv
210004,./memes/210004.jpeg,a couple of people that are standing in the grass with guns
210005,./memes/210005.jpeg,a couple of people that are standing next to each other
210007,./memes/210007.jpeg,a poster with a bunch of different pictures of people with different signs
210010,./memes/210010.jpeg,a couple of men in suits and ties standing next to each other
210012,./memes/210012.jpeg,there is a man in a suit and tie with a quote on it
210013,./memes/210013.jpeg,a picture of a woman in a headscarf and a man in a suit
210014,./memes/210014.jpeg,arafed image of a man in a top hat and bow tie
210016,./memes/210016.jpeg,a close up of a child in a car seat with a caption saying women rights women '
210017,./memes/210017.jpeg,they are playing basketball in the street with a girl and a boy
210018,./memes/210018.jpeg,a man with a beard and a hat is pointing at something
210019,./memes/210019.jpeg,a woman in a white shirt is standing in front of a pink and grey background
210020,./memes/210020.jpeg,a close up of a person holding a cell phone with a caption of a cartoon character
210022,./memes/210022.jpeg,there are four pictures of a woman with red hair and glasses
210023,./memes/210023.jpeg,a close up of a person on a cell phone with a video
210024,./memes/210024.jpeg,"arafed man in plaid shirt sitting in kitchen with text that reads, i'm webb"
210028,./memes/210028.jpeg,a cartoon of a woman with glasses and a necklace holding a pair of glasses
210030,./memes/210030.jpeg,two pictures of a woman running a race with a man in the background
210031,./memes/210031.jpeg,a close up of a cartoon figure with a caption of a man in a pirate costume
210032,./memes/210032.jpeg,a woman in a red bandana is holding a sign that says husbands if you love your wife
210033,./memes/210033.jpeg,a black and white photo of two women in old fashioned clothing
210035,./memes/210035.jpeg,a picture of a woman with a pink mohawk and a man with a purple mohawk
210036,./memes/210036.jpeg,a cartoon of a man in a suit and tie standing next to a trash can
210039,./memes/210039.jpeg,a close up of a text message from a person on a cell phone
210041,./memes/210041.jpeg,arafed woman in jeans and a white shirt is standing in front of a camera
210042,./memes/210042.jpeg,a close up of a woman in a black shirt and jeans
210045,./memes/210045.png,"a man with his hands up in the air with a caption saying, when that one friend"
210046,./memes/210046.jpeg,a close up of a person with a fist in the air
210047,./memes/210047.jpeg,two bread buns in a plastic container with a caption of a photo
210048,./memes/210048.jpeg,a close up of a person in shiny red pants with a caption
210049,./memes/210049.png,a close up of a person wearing jeans and a pair of shoes
210052,./memes/210052.png,araff tweeing about a starfish in an aquarium
210054,./memes/210054.jpeg,a picture taken from a picture of a person sitting in a chair with a sign on it
210055,./memes/210055.jpeg,a close up of a person in a uniform smiling at the camera
210057,./memes/210057.jpeg,a picture of a man with a beard and a woman with a beard and a man with a
210058,./memes/210058.jpeg,"a picture of a man with a beard and a beard that says, me trying to flirt just"
210059,./memes/210059.jpeg,a close up of a person on a street with a caption
210060,./memes/210060.jpeg,a close up of a person with a green face and a text message
210061,./memes/210061.png,a pie chart with a pie chart of people who think i am attractive
210062,./memes/210062.jpeg,arafed image of a woman with a hat and a caption of a girl with a
210063,./memes/210063.jpeg,there is a cat that is laying on a couch with a caption
210064,./memes/210064.jpeg,a cartoon image of a man with glasses and a red shirt
210065,./memes/210065.jpeg,a close up of two photos of a woman with glasses
210066,./memes/210066.jpeg,a close up of a person with a smile on a cell phone
210067,./memes/210067.jpeg,a woman in a white dress is posing for a picture
210068,./memes/210068.png,there is a cat that is looking at the camera
210073,./memes/210073.jpeg,a close up of a person pointing a finger at something
210074,./memes/210074.png,a cartoon drawing of a woman talking to a man about something
210076,./memes/210076.jpeg,arafish girl in a skirt playing in a fountain with water
210078,./memes/210078.jpeg,arafed man in a suit and tie standing in front of a door
210079,./memes/210079.jpeg,a couple of pictures of a man and a woman in winter clothes
210081,./memes/210081.jpeg,a couple of pictures of a man and a woman with a beard
210083,./memes/210083.jpeg,arafed fox sitting on a chair with a caption of a caption of a fox
210085,./memes/210085.jpeg,someone is sitting on a bed with their feet up and a caption that reads before you help
210086,./memes/210086.jpeg,someone is holding the hand of a man who is laying in bed
210087,./memes/210087.jpeg,arafed man laying on the ground with his legs up and a cell phone in his hand
210088,./memes/210088.jpeg,"araff is standing in front of a sign that says, before sending nudes ask yourself"
210091,./memes/210091.jpeg,"a cartoon picture of a man with a angel on his head and a caption that reads,"
210093,./memes/210093.png,arafed cat sitting on its back with a caption of a picture of a cat
210094,./memes/210094.jpeg,arafiage before marriage after marriage
210095,./memes/210095.jpeg,a cartoon picture of a man and woman talking to each other
210096,./memes/210096.jpeg,a man in a black jacket is making a funny face
210097,./memes/210097.jpeg,a close up of a person in a gold bodysuit with a caption
210099,./memes/210099.jpeg,a picture taken from a cartoon of a person holding a hand
210101,./memes/210101.jpeg,arafed man sitting on a bed with a woman who is covering her face
210103,./memes/210103.jpeg,a man in a striped shirt is standing with his arms crossed
210104,./memes/210104.jpeg,there are many people sitting at a table with glasses of wine
210106,./memes/210106.jpeg,a woman holding a gun and a man in a white shirt
210107,./memes/210107.jpeg,a man in a suit and tie with a caption saying when a year old trump sucks on
210108,./memes/210108.jpeg,a cartoon picture of a man in a red shirt and a white glove
210109,./memes/210109.png,a close up of a person with a smile on their face
210110,./memes/210110.jpeg,"cartoon of a woman holding a donut with the caption me, and idiot memes about"
210111,./memes/210111.jpeg,"a woman holding up a sign that says, no, i don't think i will"
210112,./memes/210112.jpeg,a man in a gray shirt is holding his head with his hands
210113,./memes/210113.jpeg,arafed man and woman standing in front of lockers with a girl
210115,./memes/210115.jpeg,a woman and a man are sitting down on a tv
210116,./memes/210116.jpeg,a woman in a red dress holding a microphone and singing
210117,./memes/210117.png,a close up of a person with glasses on and a triangle
210118,./memes/210118.jpeg,"a cartoon spongebob reading a book with a caption that reads, gender fluid people"
210122,./memes/210122.jpeg,there are a lot of people that are posing for a picture
210123,./memes/210123.jpeg,a couple of people standing in a room with a caption that reads corporation over the next few
210124,./memes/210124.jpeg,they bet he is thinking about other girls he if an in binary is king queen what should they
210125,./memes/210125.jpeg,a woman and man talking to each other in a park
210127,./memes/210127.jpeg,a poster with a man's face and a quote on it
210128,./memes/210128.jpeg,a man and woman in black leather clothes standing next to each other
210129,./memes/210129.jpeg,"cartoon of a man and woman sitting at a table with a sign saying, so are you an"
210130,./memes/210130.jpeg,arafed obama drinking a beer in a pub with a caption saying love a bint
210134,./memes/210134.jpeg,a man in a suit and tie standing in front of a microphone
210136,./memes/210136.jpeg,a man in a kilt with a sword and shield in front of a crowd
210137,./memes/210137.jpeg,a series of pictures of different types of brain images
210138,./memes/210138.jpeg,a woman in a pink shirt is talking to a reporter
210139,./memes/210139.jpeg,a close up of a person wearing a sweater and a sweater
210140,./memes/210140.jpeg,spongebob meme - you sir are a bitch
210141,./memes/210141.jpeg,a close up of a child sitting on a couch with a finger up
210142,./memes/210142.png,ariel the little mermaid meme with a red hair and blue eyes
210143,./memes/210143.png,there is a man that is sitting in front of a computer
210144,./memes/210144.jpeg,"a painting of a woman reading a book with a caption that reads, when you read your"
210145,./memes/210145.jpeg,"araffes, memes, and burger you the burger now bitch"
210146,./memes/210146.jpeg,arafed judge sitting in a chair with her hands up
210148,./memes/210148.jpeg,a woman singing into a microphone with a caption that reads 100 % that bitch
210149,./memes/210149.jpeg,a cartoon picture of a woman with a red hat and a pink dress
210152,./memes/210152.jpeg,a poster with a picture of a mushroom with a caption saying bitches be like if you
210153,./memes/210153.jpeg,a close up of a dog with a funny face on it
210154,./memes/210154.jpeg,pregnant woman sitting on bus with cell phone in hand
210155,./memes/210155.jpeg,a close up of a car with a cartoon on it and a picture of a man with a
210156,./memes/210156.jpeg,arafed man with a hat and a funny expression on his face
210157,./memes/210157.png,three naked women in a bathtub with a caption saying bitches be like twerk team
210158,./memes/210158.png,cartoon characters are shown in a series of pictures with caption
210159,./memes/210159.jpeg,arafed man kneeling in front of a sand sculpture on the beach
210160,./memes/210160.jpeg,arafed woman holding a microphone and a microphone in her hand
210161,./memes/210161.jpeg,araffed woman looking through binoculars with caption saying bitches be like i'm
210162,./memes/210162.jpeg,there is a woman with a big belly in a black shirt
210163,./memes/210163.jpeg,"arafed man in a white shirt and tie with a caption that reads, you bitch"
210164,./memes/210164.jpeg,a close up of a person holding a gun in front of a crowd of people
210166,./memes/210166.jpeg,a close up of a fish with a mouth open and a caption saying bitches be like
210167,./memes/210167.jpeg,there are two pictures of a woman in the rain with a caption
210168,./memes/210168.jpeg,a close up of a person laying in a hospital bed with a phone
210169,./memes/210169.jpeg,a close up of a person with a body that has a large amount of fat
210172,./memes/210172.jpeg,a black and white photo of a man in a suit and sunglasses with a crowd of people
210174,./memes/210174.jpeg,a close up of a fire burning in a house with a fire truck in front of it
210176,./memes/210176.jpeg,arafed man in leather jacket holding a microphone and giving a peace sign
210177,./memes/210177.jpeg,arafed man laying on the floor with his arms outstretched out
210178,./memes/210178.jpeg,arafed woman sitting at a table with a drink in front of her
210179,./memes/210179.jpeg,a close up of a spider man on a cell phone
210180,./memes/210180.jpeg,a close up of a cat sitting on a person's lap with caption
210181,./memes/210181.png,a close up of a person with a thumbs up and a sign
210182,./memes/210182.jpeg,batman slapping a man with a bat in his hand
210184,./memes/210184.jpeg,two toy story characters are standing next to each other in a room
210189,./memes/210189.jpeg,a penguin is standing on a red and blue background with a caption that reads finally found great
210190,./memes/210190.jpeg,a close up of a person making a peace sign with their fingers
210191,./memes/210191.jpeg,a man with a beard and no bitches allowed
210192,./memes/210192.jpeg,there is a man pointing at something in a room with boxes
210193,./memes/210193.jpeg,a close up of a person with a face on a stairway
210197,./memes/210197.jpeg,a close up of a cartoon alien with a caption saying no valentine like last year
210198,./memes/210198.jpeg,there is a dog sitting on a table with a sign on it
210199,./memes/210199.png,there is a cartoon alien with a caption that says 18 and still no bitches
210201,./memes/210201.jpeg,a cartoon of a man in a red shirt is playing a video game
210202,./memes/210202.jpeg,a cartoon of a comic strip with a man and woman talking to each other
210203,./memes/210203.jpeg,a close up of a poster with many different pictures of people
210204,./memes/210204.jpeg,there is a woman that is looking at a laptop with a funny caption
210205,./memes/210205.jpeg,a close up of a person wearing a hat and a bow tie
210206,./memes/210206.jpeg,a picture of a collage of pictures of the characters of disney
210207,./memes/210207.jpeg,a woman in a blue shirt is holding her fists up
210209,./memes/210209.jpeg,a cartoon image of a man in a green shirt and tie
210211,./memes/210211.jpeg,a man in a blue shirt and suspends standing in an office space
210215,./memes/210215.jpeg,a woman in a white shirt is pointing at a map
210218,./memes/210218.jpeg,a close up of a person wearing a mask with a caption
210219,./memes/210219.jpeg,a picture taken from a movie with a quote on it
210221,./memes/210221.jpeg,a cartoon of a woman riding a bike with a pink hair
210222,./memes/210222.jpeg,a close up of a pair of brown shoes with holes on them
210224,./memes/210224.jpeg,there are many cats standing in a line in a room
210225,./memes/210225.jpeg,a man with a pink wig and glasses is in a store
210226,./memes/210226.jpeg,a cartoon picture of a woman in a red dress and a man in a blue shirt
210227,./memes/210227.jpeg,a cartoon picture of a man in a white shirt and tie
210228,./memes/210228.jpeg,"arafed dog hanging from a power line with a caption saying, when you get yourself"
210229,./memes/210229.jpeg,a cartoon picture of a woman with a green shirt and a black hair
210230,./memes/210230.jpeg,there is a cat that is looking at a dog through a glass door
210231,./memes/210231.png,there is a cartoon of two men with a beard and a fish
210232,./memes/210232.jpeg,a man with long hair and a beard in a leather jacket
210234,./memes/210234.jpeg,a bear sitting on a log with the caption of a weight limit in the elevator when i
210235,./memes/210235.jpeg,a woman in a red top sitting on a couch with a large breast
210236,./memes/210236.png,a close up of a person with a big breast posing for a picture
210237,./memes/210237.jpeg,a picture of a man with a beard and a caption of the avengers
210238,./memes/210238.jpeg,a woman with a funny expression on her face and the caption of me after seeing small boo
210239,./memes/210239.jpeg,a man with a bald head and hands up in the air
210240,./memes/210240.jpeg,a man in a bathroom with a picture of thanos and a caption of the same guy
210241,./memes/210241.jpeg,a cartoon drawing of a man with a beard and a woman with a pencil
210242,./memes/210242.jpeg,a man in a tie standing in an office with a bunch of women
210243,./memes/210243.jpeg,a close up of two pictures of an otter with glasses on
210246,./memes/210246.jpeg,arafed dog dressed in a white dress with a white collar
210248,./memes/210248.jpeg,arafed picture of a woman in a red dress and a black and white striped dress
210250,./memes/210250.jpeg,arafed woman in a bikini and a hat with a hat on
210251,./memes/210251.jpeg,there is a woman that is sitting at a table with a laptop
210255,./memes/210255.jpeg,arafe photo of a woman holding a baby and a man holding a baby
210256,./memes/210256.jpeg,arafed image of a woman in a military uniform holding a microphone
210257,./memes/210257.jpeg,they are posing for a picture in a bar with a guy
210259,./memes/210259.jpeg,a woman is talking to a child who is sitting down
210260,./memes/210260.jpeg,a man holding a cell phone in his right hand and a cell phone in his left hand
210261,./memes/210261.png,two birds standing on top of a pile of rocks next to each other
210262,./memes/210262.jpeg,a woman and a man are smiling at each other
210264,./memes/210264.jpeg,there is a man walking across a brick walkway with a sign
210265,./memes/210265.jpeg,boys will be boys - boys will be boys
210267,./memes/210267.jpeg,a group of photos of a man with different facial expressions
210268,./memes/210268.jpeg,they are standing in a room with a tv and a man on a scale
210269,./memes/210269.jpeg,a cartoon drawing of a man with a beard and a woman with a knife
210271,./memes/210271.jpeg,a black and white photo of a group of men on a beach
210272,./memes/210272.png,a cartoon drawing of a man and woman with a beard
210273,./memes/210273.png,someone is holding a box of tampax on their hand
210274,./memes/210274.jpeg,arafed woman sitting on a bench with a map and a glass of water
210275,./memes/210275.jpeg,boys will be boys nope boys will be mad about their actions
210277,./memes/210277.jpeg,there are three kittens that are standing up against a wall
210278,./memes/210278.jpeg,a close up of a person on a laptop with a woman on a phone
210279,./memes/210279.jpeg,a picture of a man and a boy with a caption of a picture of a child and
210280,./memes/210280.jpeg,araf grader hugs a girl just had sex
210283,./memes/210283.jpeg,a close up of a child holding a teddy bear on a white background
210284,./memes/210284.jpeg,a woman standing in a kitchen with her hands on her hips
210285,./memes/210285.jpeg,a woman and man are arguing over a joke on a laptop
210286,./memes/210286.jpeg,they are in the kitchen together and the woman is kissing the man
210288,./memes/210288.jpeg,arafed image of a couple of people standing on a baseball field
210290,./memes/210290.jpeg,two women talking to each other about their own feelings
210291,./memes/210291.jpeg,a cartoon of a man looking at himself in the mirror
210292,./memes/210292.png,a man in a hat holding a sword with the words me call me sexist nahm sex
210293,./memes/210293.jpeg,araff skeleton sitting on a bench with a sign that says waiting for wife in fabric shop
210294,./memes/210294.jpeg,a close up of a pile of clothes on a floor near a tv
210295,./memes/210295.jpeg,a couple of men standing next to each other on a street
210296,./memes/210296.jpeg,a woman in a dress and a basket of clothes
210297,./memes/210297.jpeg,a cartoon picture of a woman trying to get new clothes
210298,./memes/210298.png,there is a black and white photo of a man hanging out clothes on a line
210301,./memes/210301.jpeg,woman in black dress and hat with caption saying if you don't cook for your man
210302,./memes/210302.jpeg,a couple of people cooking in a kitchen with a caption saying honey did i ever tell you
210303,./memes/210303.jpeg,woman in kitchen with a thermometer and a man in aprons
210304,./memes/210304.jpeg,someone is holding a pot in front of a refrigerator with a lid
210305,./memes/210305.jpeg,arafed man standing in a kitchen with a lot of food on the counter
210306,./memes/210306.jpeg,there are many different pictures of a woman in a kitchen
210307,./memes/210307.jpeg,a close up of a baby yodah with a caption that reads when your husband works
210308,./memes/210308.jpeg,there are some food in a pot on the stove
210309,./memes/210309.jpeg,a man in a white shirt is sitting at a table with a knife
210310,./memes/210310.jpeg,a close up of a stove top with a pan and a pan on it
210311,./memes/210311.jpeg,a cartoon of a man and woman sitting at a table with wine glasses
210312,./memes/210312.png,a close up of a baby yoda holding a spatula in its hand
210313,./memes/210313.jpeg,they should have to do something to clean the kitchen for us
210315,./memes/210315.jpeg,arafed man in a kitchen with a dishwasher and a dishwasher
210317,./memes/210317.jpeg,woman preparing food in kitchen with text that reads dear future wife p i deactivate your f
210318,./memes/210318.jpeg,there is a man standing in a field with a basket of food
210319,./memes/210319.jpeg,arafed man with a guitar and a quote on it
210321,./memes/210321.jpeg,"cartoon of a woman with a mickey mouse ears and a caption that reads, roses are red"
210322,./memes/210322.jpeg,"a man holding a large rock in his hands with a caption that reads, 8 year old"
210324,./memes/210324.jpeg,there are two pictures of a man in a suit and tie
210329,./memes/210329.jpeg,arafed man and woman laying in bed with a pillow and a pillow
210332,./memes/210332.jpeg,there is a woman in a bathtub with a heart shaped tub
210333,./memes/210333.jpeg,a man in a black shirt and yellow gloves holding a bucket of food
210334,./memes/210334.jpeg,jesus stop projecting the french flag on that girl she doesn't want to be french jesus st
210335,./memes/210335.jpeg,a dragon with a light saber and a man on it is in the snow
210336,./memes/210336.jpeg,arafed image of a man falling off a skateboard on a sidewalk
210337,./memes/210337.jpeg,there is no such thing reverse racism or reverse discrimination
210340,./memes/210340.jpeg,a poster with a picture of a brain and a person with a brain on it
210341,./memes/210341.jpeg,a woman in a mask is holding a gun with a light
210342,./memes/210342.png,there is a bird that is standing on the grass with a caption
210343,./memes/210343.jpeg,a woman with dreadlocks and glasses sitting in front of a crowd
210344,./memes/210344.jpeg,sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge
210345,./memes/210345.jpeg,a poster with a group of people standing in front of a white background
210346,./memes/210346.jpeg,philososaurus with a caption saying if women do the same job as men for less money
210347,./memes/210347.jpeg,arafed man in a blue shirt is playing with a dog
210348,./memes/210348.jpeg,araffe is standing on its hind legs and looking at a phone
210349,./memes/210349.jpeg,"a woman with a funny expression on her face and a caption that says, we need an"
210350,./memes/210350.jpeg,a man in a leather jacket talking on a cell phone
210353,./memes/210353.jpeg,a cartoon of a man kneeling down with his hands in the air
210354,./memes/210354.jpeg,arafed image of a man and woman sitting at a table with a man in a suit
210355,./memes/210355.jpeg,there are two pictures of a man with glasses and a speech bubble
210356,./memes/210356.jpeg,a close up of a person giving a thumbs up with a caption
210357,./memes/210357.jpeg,a woman in a suit is on a television show with a caption
210359,./memes/210359.jpeg,a woman in a black shirt is talking to a man in a pink shirt
210362,./memes/210362.jpeg,"blondes nuff said, i'm not a bad girl"
210364,./memes/210364.jpeg,a close up of a woman with a surprised look on her face
210366,./memes/210366.jpeg,blond woman in white bra top with money in mouth
210367,./memes/210367.jpeg,a close up of a person with a blond wig and a quote
210369,./memes/210369.png,a woman with a funny expression on her face holding a sign
210370,./memes/210370.jpeg,a close up of a person with a funny face on a wall
210372,./memes/210372.jpeg,a woman with a funny expression on her face saying why do blondes always smile during thunderstorm
210373,./memes/210373.jpeg,a woman holding a box with a man in it and a sign that says free mammog
210375,./memes/210375.jpeg,arafed woman in a pink shirt with a red heart on it
210377,./memes/210377.png,blond blonde joke with caption of a woman laughing and laughing
210378,./memes/210378.jpeg,a cartoon of a woman with a red hat and a man with a red hat
210379,./memes/210379.jpeg,two women walking down a sidewalk next to the ocean
210380,./memes/210380.jpeg,arafed picture of a woman eating a piece of cake
210381,./memes/210381.jpeg,arafed woman speaking into a microphone with a statue of a man in the background
210382,./memes/210382.jpeg,a woman with blonde hair and a pink shirt is talking to someone
210383,./memes/210383.jpeg,a woman in a suit and cowboy hat with a caption of donald and mello
210384,./memes/210384.jpeg,arafed woman holding a candy bar in her mouth and looking at it
210385,./memes/210385.jpeg,a woman with long blonde hair and a white top is holding her hand up to her mouth
210387,./memes/210387.jpeg,a woman in a red jacket standing in front of a clock
210388,./memes/210388.jpeg,a picture of a picture of a quote that says girls compete with each other
210389,./memes/210389.jpeg,two toy story characters are standing next to each other
210391,./memes/210391.jpeg,a close up of a woman with long hair smiling at the camera
210393,./memes/210393.jpeg,a woman with a pink sweater and pink hearts on her chest
210394,./memes/210394.jpeg,there are two pictures of a woman covering her face with a scarf
210395,./memes/210395.png,there are two dogs wearing pink shirts and one is wearing a pink shirt
210396,./memes/210396.jpeg,arafed man in a brown outfit holding a gun in the snow
210398,./memes/210398.jpeg,not sure if women are embrowed or victims - not sure if women are embrowed
210400,./memes/210400.jpeg,what if i told you empowering women are independent humble visionary and determined
210401,./memes/210401.jpeg,arafed picture of a woman with a caption of a quote
210402,./memes/210402.jpeg,a man in a purple jacket and bow tie holding his head
210404,./memes/210404.jpeg,a woman sitting on a couch next to a man who is laying down
210406,./memes/210406.jpeg,a woman in a red dress holding a microphone and singing
210408,./memes/210408.jpeg,a man in a suit holding a microphone and talking into a microphone
210409,./memes/210409.jpeg,a close up of a person holding a rope with a caption of a man on it
210411,./memes/210411.jpeg,an old man in a hat points at the camera with a caption
210412,./memes/210412.jpeg,a picture of a boy laughing with a caption that says asks sir to tell a joke turns
210413,./memes/210413.jpeg,a close up of a child with a chain around her neck
210414,./memes/210414.jpeg,a man in a gladia costume holding a sword and yelling
210416,./memes/210416.jpeg,arafed man in a suit and tie standing in front of a white board
210417,./memes/210417.jpeg,yoda one can simply move things around
210418,./memes/210418.jpeg,that would be great office space person meme
210419,./memes/210419.jpeg,someone is encouraging them to rise above adversity not constantly telling them they cant do it
210421,./memes/210421.png,a cartoon of a family watching a baseball game from a fence
210422,./memes/210422.jpeg,arafed woman with dreadlocks and glasses in a crowd
210424,./memes/210424.jpeg,a close up of a person talking on a cell phone
210426,./memes/210426.jpeg,a couple of people that are hugging each other in the same picture
210427,./memes/210427.jpeg,a woman standing next to a man in a blue shirt
210428,./memes/210428.jpeg,a woman holding up two signs that say equality for women
210429,./memes/210429.jpeg,a close up of a sign with a person and a woman
210431,./memes/210431.jpeg,a woman with glasses and a red shirt is standing in front of a crowd
210432,./memes/210432.jpeg,arafed guy with a black shirt and a black shirt with a girl in it
210433,./memes/210433.jpeg,a cartoon picture of a man and woman with different facial expressions
210435,./memes/210435.jpeg,a cartoon of a man and woman who are different from each other
210436,./memes/210436.jpeg,a cartoon picture of a woman with a bow on her head
210437,./memes/210437.png,a woman sitting at a desk with a laptop and a notepad
210438,./memes/210438.jpeg,a cartoon picture of a man and woman running together
210439,./memes/210439.jpeg,a cartoon of a man with a beard and a woman with a red light on their face
210440,./memes/210440.png,a woman with red hair and glasses is making a funny face
210441,./memes/210441.jpeg,a couple of people holding up signs in front of a building
210443,./memes/210443.jpeg,a man with a beard and a beardlock standing in front of a mountain
210444,./memes/210444.png,a cartoon of a group of people standing on top of a fence
210445,./memes/210445.jpeg,a close up of a donut with a caption of a girl
210447,./memes/210447.jpeg,a man sitting in a chair with a book in his hand
210448,./memes/210448.jpeg,a picture of a group of young people standing next to each other
210449,./memes/210449.png,a cartoon of a man talking to a woman about science
210450,./memes/210450.png,arafed image of a man in a suit and tie with his hands up
210451,./memes/210451.jpeg,a close up of a person with a funny face on a bus
210452,./memes/210452.jpeg,a woman with a black and white striped shirt is looking at the camera
210454,./memes/210454.jpeg,a cartoon picture of a man sitting on a bench with a caption of the same person
210455,./memes/210455.jpeg,a man sitting on a couch with a caption of a woman talking to him
210456,./memes/210456.jpeg,arafed image of a man in a top hat and bow tie
210457,./memes/210457.jpeg,a chart showing the percentage of women at the executive level when their performance is value 3 % less
210458,./memes/210458.jpeg,a drawing of two people standing next to each other with words on them
210459,./memes/210459.jpeg,people holding a banner that says men of quality respect womens equality
210462,./memes/210462.png,a close up of a poster with a man pointing at the camera
210463,./memes/210463.jpeg,a shirtless man with a microphone in his hand and a caption saying doesn't believe
210464,./memes/210464.jpeg,a cartoon of a man and woman standing next to each other
210465,./memes/210465.jpeg,"a woman with her mouth open and a caption saying, is shown evidence of film makers eating"
210467,./memes/210467.jpeg,arafed woman in glasses making a funny face with her finger
210468,./memes/210468.jpeg,a picture of a woman with a caption that says that awkward moment when you are called a
210469,./memes/210469.jpeg,a cartoon of a woman with glasses and a pink hair
210471,./memes/210471.jpeg,a close up of a person wearing a hat and a purple jacket
210473,./memes/210473.jpeg,woman with red hair and glasses on talking to a man in a white jacket
210475,./memes/210475.jpeg,a cartoon of a woman and a man with a large bag of food
210476,./memes/210476.jpeg,arafed woman with red hair and blue eyes with a pink lipstick
210477,./memes/210477.jpeg,arafed woman holding a sign that says hey beautiful why don't you smile
210478,./memes/210478.jpeg,"a woman holding a sign that says, i need feminism because i'm not a feminist"
